19	-0.34	-9.82	-0.06	-0.06	-0.06	341232.90
-0.19	-0.35	-9.76	-0.06	-0.19	0.06	341232.93
-0.20	-0.35	-9.82	0.12	0.00	0.00	341232.96
-0.19	-0.35	-9.72	0.00	-0.06	-0.06	341233.00
-0.19	-0.36	-9.81	0.06	0.06	0.00	341233.03
-0.21	-0.34	-9.70	-0.12	0.06	-0.06	341233.06
-0.20	-0.36	-9.81	-0.06	0.06	-0.12	341233.06
-0.21	-0.33	-9.71	0.00	0.06	0.12	341233.09
-0.21	-0.37	-9.76	-0.06	0.19	0.00	341233.12
-0.22	-0.35	-9.71	0.06	0.19	-0.19	341233.15
-0.20	-0.35	-9.81	0.06	0.00	0.00	341233.18
-0.21	-0.34	-9.73	-0.06	0.00	-0.06	341233.21
-0.20	-0.35	-9.74	0.06	0.12	0.06	341233.21
-0.19	-0.36	-9.73	-0.12	0.19	0.00	341233.25
-0.20	-0.35	-9.77	0.06	0.12	-0.12	341233.28
-0.21	-0.33	-9.71	0.00	0.12	0.00	341233.31
-0.20	-0.36	-9.74	0.06	-0.12	0.06	341233.34
-0.20	-0.34	-9.78	0.12	0.00	-0.12	341233.34
-0.20	-0.35	-9.71	-0.06	0.00	-0.06	341233.37
-0.18	-0.35	-9.73	0.00	0.00	0.00	341233.40
-0.20	-0.34	-9.73	0.06	0.00	0.00	341233.43
-0.20	-0.34	-9.81	0.00	0.06	-0.06	341233.46
-0.21	-0.34	-9.74	-0.06	0.00	0.00	341233.46
-0.20	-0.34	-9.81	0.00	0.12	-0.06	341233.50
-0.21	-0.35	-9.74	-0.06	0.12	0.00	341233.53
-0.18	-0.36	-9.82	0.19	0.00	-0.12	341233.56
-0.20	-0.34	-9.73	-0.19	0.19	0.12	341233.59
-0.21	-0.34	-9.81	0.06	0.00	0.00	341233.59
-0.21	-0.34	-9.70	0.00	0.00	0.00	341233.62
-0.21	-0.33	-9.84	0.12	-0.06	0.00	341233.65
-0.23	-0.34	-9.71	0.06	0.12	0.06	341233.68
-0.20	-0.37	-9.81	0.12	0.12	0.00	341233.71
-0.20	-0.35	-9.69	-0.06	0.19	0.12	341233.75
-0.21	-0.37	-9.83	0.06	0.12	-0.06	341233.75
-0.22	-0.36	-9.72	0.12	0.12	-0.12	341233.78
-0.21	-0.34	-9.76	0.00	0.06	0.06	341233.81
-0.19	-0.32	-9.75	0.12	0.00	0.06	341233.84
-0.20	-0.35	-9.79	0.00	0.00	-0.06	341233.87
-0.21	-0.35	-9.73	-0.12	0.06	0.12	341233.90
-0.21	-0.35	-9.77	-0.12	0.19	-0.06	341233.90
-0.20	-0.34	-9.70	0.00	-0.06	-0.06	341233.93
-0.19	-0.35	-9.75	0.06	-0.19	0.00	341233.96
-0.22	-0.34	-9.77	-0.06	-0.06	0.00	341234.03
-0.21	-0.34	-9.71	0.06	-0.19	0.12	341234.06
-0.21	-0.34	-9.69	0.12	-0.06	0.06	341234.06
-0.20	-0.34	-9.73	0.00	0.19	0.06	341234.09
-0.21	-0.36	-9.73	-0.06	-0.06	0.06	341234.12
-0.20	-0.34	-9.71	0.00	0.06	0.12	341234.15
-0.22	-0.35	-9.79	0.06	-0.06	0.00	341234.18
-0.22	-0.36	-9.72	0.00	-0.25	0.00	341234.18
-0.19	-0.37	-9.80	0.06	-0.06	0.06	341234.21
-0.21	-0.36	-9.76	0.06	0.12	0.06	341234.25
-0.21	-0.34	-9.81	0.06	-0.19	0.00	341234.28
-0.20	-0.34	-9.70	-0.06	0.06	0.12	341234.31
-0.20	-0.34	-9.82	-0.06	0.12	0.12	341234.31
-0.18	-0.34	-9.74	0.12	0.12	-0.06	341234.34
-0.20	-0.35	-9.81	-0.06	0.19	0.12	341234.37
-0.21	-0.35	-9.71	-0.12	0.00	-0.06	341234.40
-0.21	-0.35	-9.79	0.00	0.00	0.12	341234.43
-0.20	-0.33	-9.70	-0.06	0.00	0.00	341234.46
-0.19	-0.33	-9.79	0.06	-0.06	0.06	341234.46
-0.20	-0.36	-9.73	0.12	0.00	0.00	341234.50
-0.21	-0.33	-9.77	-0.06	-0.06	-0.06	341234.53
-0.19	-0.35	-9.73	0.00	-0.06	-0.06	341234.56
-0.20	-0.36	-9.80	0.00	-0.12	0.06	341234.59
-0.19	-0.35	-9.71	0.12	-0.19	0.00	341234.62
-0.20	-0.34	-9.73	0.00	0.12	0.00	341234.62
-0.21	-0.33	-9.73	0.00	0.25	0.00	341234.65
-0.20	-0.35	-9.69	0.06	-0.06	-0.06	341234.68
-0.21	-0.35	-9.70	0.06	-0.06	-0.06	341234.71
-0.18	-0.36	-9.72	0.00	0.06	0.00	341234.75
-0.19	-0.34	-9.77	0.06	0.06	0.06	341234.75
-0.21	-0.33	-9.72	0.00	0.06	0.06	341234.78
-0.21	-0.34	-9.79	0.19	-0.06	-0.06	341234.81
-0.19	-0.34	-9.74	0.00	-0.12	0.00	341234.84
-0.22	-0.35	-9.83	0.06	0.00	0.00	341234.87
-0.18	-0.35	-9.73	-0.06	0.00	-0.06	341234.87
-0.20	-0.34	-9.82	-0.06	-0.12	0.06	341234.90
-0.21	-0.33	-9.70	0.06	0.06	0.06	341234.93
-0.22	-0.36	-9.82	-0.06	0.06	-0.06	341234.96
-0.18	-0.34	-9.72	0.00	0.06	0.00	341235.00
-0.20	-0.34	-9.82	-0.06	0.19	-0.12	341235.00
-0.21	-0.36	-9.74	-0.06	0.06	0.00	341235.03
-0.20	-0.35	-9.82	0.00	0.06	0.00	341235.06
-0.21	-0.34	-9.71	0.12	0.00	-0.12	341235.09
-0.20	-0.35	-9.73	0.06	-0.06	0.00	341235.12
-0.19	-0.34	-9.70	-0.06	0.06	0.06	341235.15
-0.19	-0.34	-9.77	0.19	0.00	-0.06	341235.15
-0.20	-0.35	-9.76	-0.06	-0.06	-0.06	341235.18
-0.20	-0.33	-9.78	0.06	0.00	-0.06	341235.21
-0.20	-0.33	-9.70	0.12	-0.06	0.00	341235.25
-0.21	-0.34	-9.78	0.00	-0.12	0.00	341235.28
-0.20	-0.36	-9.73	-0.12	0.06	-0.06	341235.31
-0.18	-0.35	-9.73	0.06	0.12	-0.12	341235.31
-0.20	-0.36	-9.69	-0.06	0.12	0.00	341235.37
-0.22	-0.35	-9.73	-0.06	0.00	0.06	341235.40
-0.19	-0.33	-9.76	0.00	0.06	0.12	341235.43
-0.19	-0.37	-9.73	0.00	0.19	0.00	341235.46
-0.19	-0.34	-9.81	0.06	-0.12	-0.12	341235.46
-0.20	-0.34	-9.73	0.00	0.12	-0.06	341235.50
-0.19	-0.35	-9.81	0.12	0.06	-0.06	341235.53
-0.19	-0.35	-9.71	0.12	0.06	-0.12	341235.56
-0.18	-0.34	-9.81	-0.06	0.00	0.06	341235.59
-0.19	-0.36	-9.73	-0.06	0.12	0.06	341235.59
-0.21	-0.36	-9.84	-0.06	-0.19	-0.06	341235.62
-0.20	-0.34	-9.74	0.00	-0.06	-0.06	341235.65
-0.19	-0.34	-9.79	0.00	0.00	0.00	341235.68
-0.21	-0.36	-9.72	0.06	-0.12	-0.06	341235.71
-0.20	-0.35	-9.81	0.19	-0.25	-0.06	341235.75
-0.21	-0.35	-9.71	0.00	0.00	0.06	341235.75
-0.20	-0.33	-9.74	-0.12	0.00	0.12	341235.78
-0.20	-0.34	-9.70	0.00	0.25	-0.06	341235.81
-0.18	-0.34	-9.78	0.06	-0.12	-0.06	341235.84
-0.20	-0.33	-9.71	0.06	-0.12	-0.12	341235.87
-0.20	-0.35	-9.78	0.00	-0.12	0.00	341235.87
-0.21	-0.33	-9.70	-0.12	-0.06	0.06	341235.90
-0.20	-0.36	-9.75	0.19	0.06	-0.06	341235.93
-0.21	-0.33	-9.74	0.06	0.06	0.00	341235.96
-0.19	-0.36	-9.72	0.06	0.06	-0.06	341236.00
-0.19	-0.35	-9.69	0.12	0.12	-0.06	341236.03
-0.20	-0.34	-9.74	-0.12	0.12	-0.12	341236.03
-0.21	-0.38	-9.77	0.06	0.06	0.06	341236.06
-0.19	-0.35	-9.73	-0.06	0.06	0.00	341236.09
-0.19	-0.35	-9.70	0.00	-0.06	0.00	341236.12
-0.21	-0.35	-9.73	0.06	0.00	0.00	341236.15
-0.19	-0.33	-9.82	0.00	0.06	-0.06	341236.15
-0.20	-0.35	-9.74	-0.12	-0.06	0.06	341236.18
-0.19	-0.35	-9.79	0.12	-0.06	-0.06	341236.21
-0.21	-0.35	-9.72	-0.12	-0.06	0.06	341236.25
-0.17	-0.36	-9.80	0.12	-0.12	-0.06	341236.28
-0.19	-0.36	-9.76	-0.06	0.00	-0.06	341236.28
-0.20	-0.34	-9.79	0.00	-0.06	0.06	341236.31
-0.21	-0.35	-9.71	0.06	0.06	0.06	341236.34
-0.21	-0.34	-9.82	0.12	-0.06	-0.06	341236.37
-0.19	-0.35	-9.72	0.06	-0.12	0.00	341236.40
-0.21	-0.34	-9.82	0.06	0.00	-0.19	341236.40
-0.21	-0.36	-9.70	-0.06	0.00	-0.12	341236.43
-0.19	-0.33	-9.76	0.06	-0.06	-0.06	341236.46
-0.19	-0.33	-9.72	0.00	0.00	0.00	341236.50
-0.22	-0.34	-9.74	0.00	-0.19	-0.06	341236.53
-0.20	-0.34	-9.71	-0.12	-0.06	0.00	341236.56
-0.20	-0.35	-9.77	0.00	-0.19	0.06	341236.59
-0.20	-0.33	-9.72	0.06	-0.12	-0.12	341236.59
-0.20	-0.33	-9.74	-0.06	-0.19	-0.12	341236.62
-0.21	-0.37	-9.72	0.06	-0.06	-0.06	341236.68
-0.20	-0.34	-9.73	0.00	0.12	-0.06	341236.71
-0.19	-0.34	-9.74	0.06	-0.06	0.06	341236.75
-0.20	-0.33	-9.72	0.06	0.06	0.06	341236.75
-0.21	-0.34	-9.71	0.06	-0.12	0.00	341236.78
-0.20	-0.34	-9.72	0.00	0.00	0.00	341236.81
-0.22	-0.34	-9.82	0.06	-0.06	0.00	341236.84
-0.20	-0.33	-9.72	0.00	0.19	0.00	341236.87
-0.21	-0.33	-9.79	0.00	-0.19	0.12	341236.87
-0.21	-0.35	-9.72	-0.06	0.00	0.00	341236.90
-0.20	-0.34	-9.81	0.00	0.06	0.06	341236.93
-0.20	-0.36	-9.73	0.06	-0.06	0.00	341236.96
-0.20	-0.34	-9.82	0.00	-0.06	0.12	341237.00
-0.19	-0.34	-9.70	-0.06	0.06	0.12	341237.00
-0.20	-0.33	-9.80	0.06	0.00	-0.06	341237.03
-0.20	-0.34	-9.72	0.00	0.00	0.06	341237.06
-0.21	-0.33	-9.80	-0.06	0.06	-0.19	341237.09
-0.19	-0.35	-9.72	0.00	0.00	0.12	341237.12
-0.19	-0.33	-9.78	-0.12	0.12	-0.12	341237.15
-0.19	-0.33	-9.69	-0.12	0.00	0.12	341237.15
-0.18	-0.36	-9.75	0.06	-0.06	-0.06	341237.18
-0.19	-0.35	-9.71	0.06	-0.12	-0.06	341237.21
-0.20	-0.35	-9.76	-0.06	-0.06	-0.06	341237.25
-0.21	-0.34	-9.72	0.00	0.06	-0.06	341237.28
-0.20	-0.35	-9.79	0.00	0.12	-0.06	341237.31
-0.20	-0.34	-9.67	0.00	0.00	-0.12	341237.31
-0.19	-0.36	-9.75	0.06	-0.12	-0.06	341237.34
-0.20	-0.33	-9.76	-0.06	0.00	0.06	341237.37
-0.19	-0.36	-9.73	0.00	0.00	0.00	341237.40
-0.20	-0.34	-9.72	0.00	-0.06	-0.06	341237.43
-0.22	-0.35	-9.73	-0.06	0.00	-0.06	341237.43
-0.20	-0.35	-9.83	0.00	0.00	-0.12	341237.46
-0.20	-0.36	-9.72	-0.06	-0.06	-0.06	341237.50
-0.19	-0.34	-9.81	0.06	0.00	0.06	341237.53
-0.19	-0.36	-9.73	-0.19	-0.06	0.00	341237.56
-0.21	-0.35	-9.80	0.00	0.12	0.06	341237.56
-0.21	-0.34	-9.74	0.00	-0.06	-0.06	341237.59
-0.21	-0.36	-9.81	-0.06	0.00	0.06	341237.62
-0.21	-0.34	-9.74	-0.06	0.00	0.06	341237.65
-0.20	-0.36	-9.82	0.00	0.00	0.06	341237.68
-0.21	-0.35	-9.73	0.00	0.12	0.06	341237.68
-0.20	-0.34	-9.82	-0.19	0.06	0.06	341237.71
-0.22	-0.36	-9.74	-0.06	0.06	-0.12	341237.75
-0.20	-0.35	-9.78	0.12	-0.06	-0.06	341237.78
-0.19	-0.36	-9.71	-0.06	0.00	0.00	341237.81
-0.20	-0.35	-9.77	-0.06	-0.06	0.19	341237.84
-0.20	-0.34	-9.71	0.06	0.00	0.12	341237.84
-0.19	-0.34	-9.78	-0.12	0.19	0.06	341237.87
-0.21	-0.34	-9.72	-0.06	0.12	0.00	341237.90
-0.20	-0.35	-9.75	0.06	0.06	0.12	341237.93
-0.21	-0.35	-9.71	0.06	0.00	0.19	341237.96
-0.19	-0.35	-9.73	-0.12	-0.06	0.00	341238.03
-0.20	-0.34	-9.73	0.00	-0.12	-0.06	341238.03
-0.20	-0.33	-9.74	0.00	0.19	0.12	341238.06
-0.21	-0.35	-9.70	-0.06	-0.25	0.06	341238.09
-0.21	-0.34	-9.75	-0.06	0.19	0.06	341238.12
-0.22	-0.33	-9.77	-0.06	0.00	0.00	341238.15
-0.21	-0.35	-9.73	0.00	-0.06	0.19	341238.15
-0.20	-0.34	-9.79	-0.19	0.12	0.12	341238.18
-0.21	-0.35	-9.73	0.00	-0.12	0.00	341238.21
-0.20	-0.33	-9.84	0.06	0.06	0.12	341238.25
-0.18	-0.36	-9.73	-0.06	0.06	0.19	341238.28
-0.20	-0.34	-9.80	-0.06	-0.06	0.00	341238.28
-0.21	-0.37	-9.72	-0.06	0.06	0.06	341238.31
-0.20	-0.33	-9.83	-0.06	0.06	0.00	341238.34
-0.19	-0.36	-9.71	0.06	0.00	0.12	341238.37
-0.20	-0.36	-9.79	0.00	-0.12	0.12	341238.40
-0.18	-0.37	-9.73	0.06	-0.12	-0.06	341238.40
-0.21	-0.35	-9.77	0.00	-0.12	0.00	341238.43
-0.20	-0.34	-9.71	-0.06	0.12	0.00	341238.46
-0.20	-0.32	-9.73	-0.12	0.00	0.00	341238.50
-0.20	-0.35	-9.72	0.00	-0.06	0.06	341238.53
-0.19	-0.36	-9.78	0.00	0.19	-0.06	341238.56
-0.20	-0.34	-9.73	-0.06	0.12	0.00	341238.56
-0.20	-0.38	-9.77	0.00	-0.12	0.06	341238.59
-0.19	-0.34	-9.70	-0.06	0.00	-0.06	341238.62
-0.17	-0.34	-9.73	0.12	-0.06	0.06	341238.65
-0.21	-0.34	-9.73	-0.06	0.00	0.12	341238.68
-0.21	-0.34	-9.74	0.00	0.06	0.12	341238.71
-0.20	-0.34	-9.73	-0.12	0.00	0.00	341238.71
-0.19	-0.33	-9.71	0.00	0.06	-0.06	341238.75
-0.21	-0.36	-9.72	-0.12	-0.06	0.00	341238.78
-0.20	-0.36	-9.73	0.00	0.06	0.00	341238.81
-0.20	-0.33	-9.81	-0.12	0.12	0.06	341238.84
-0.20	-0.35	-9.72	-0.06	0.06	-0.06	341238.84
-0.21	-0.35	-9.81	-0.12	0.00	-0.12	341238.87
-0.19	-0.33	-9.74	-0.06	0.06	-0.19	341238.90
-0.22	-0.33	-9.82	0.00	-0.12	-0.25	341238.93
-0.20	-0.33	-9.73	0.00	0.00	0.00	341238.96
-0.20	-0.35	-9.82	-0.06	-0.06	0.00	341238.96
-0.20	-0.33	-9.72	0.00	0.00	-0.06	341239.00
-0.21	-0.34	-9.80	0.00	0.06	0.00	341239.03
-0.19	-0.35	-9.71	0.00	0.00	-0.12	341239.06
-0.19	-0.36	-9.82	0.06	-0.12	-0.06	341239.09
-0.21	-0.34	-9.71	-0.12	-0.12	-0.25	341239.09
-0.21	-0.35	-9.76	-0.12	-0.12	0.00	341239.12
-0.21	-0.36	-9.73	0.06	0.06	-0.06	341239.15
-0.21	-0.35	-9.78	0.00	0.00	0.06	341239.18
-0.20	-0.36	-9.71	0.06	0.19	-0.06	341239.21
-0.19	-0.35	-9.74	0.06	0.00	0.06	341239.25
-0.20	-0.35	-9.73	0.00	-0.06	0.12	341239.25
-0.21	-0.35	-9.75	0.06	-0.19	0.00	341239.28
-0.20	-0.34	-9.73	-0.06	-0.12	0.00	341239.31
-0.20	-0.36	-9.73	0.00	-0.19	0.00	341239.37
-0.20	-0.32	-9.69	0.06	-0.12	0.00	341239.40
-0.19	-0.34	-9.71	0.06	0.06	0.19	341239.43
-0.18	-0.33	-9.74	0.00	0.06	0.06	341239.43
-0.21	-0.34	-9.72	-0.06	0.19	0.00	341239.46
-0.22	-0.34	-9.83	0.12	-0.12	0.00	341239.50
-0.21	-0.33	-9.75	-0.06	0.12	0.06	341239.53
-0.22	-0.35	-9.83	0.12	-0.06	0.06	341239.56
-0.19	-0.33	-9.73	0.00	-0.19	0.12	341239.56
-0.19	-0.34	-9.82	0.06	0.06	0.12	341239.59
-0.21	-0.35	-9.73	-0.19	0.06	0.12	341239.62
-0.19	-0.33	-9.82	0.12	0.06	0.00	341239.65
-0.20	-0.33	-9.73	-0.06	0.25	0.00	341239.68
-0.20	-0.34	-9.80	-0.06	-0.06	0.06	341239.68
-0.19	-0.35	-9.73	0.00	-0.06	0.12	341239.71
-0.22	-0.33	-9.77	-0.06	-0.06	-0.19	341239.75
-0.21	-0.35	-9.71	-0.06	-0.06	-0.06	341239.78
-0.19	-0.35	-9.73	0.06	-0.12	0.00	341239.81
-0.19	-0.34	-9.72	0.06	0.00	-0.06	341239.84
-0.20	-0.33	-9.77	0.00	0.19	0.00	341239.84
-0.18	-0.35	-9.70	0.06	-0.06	0.00	341239.87
-0.21	-0.34	-9.74	0.12	0.00	-0.06	341239.90
-0.19	-0.35	-9.69	0.06	-0.12	-0.06	341239.93
-0.21	-0.34	-9.72	0.12	-0.06	-0.06	341239.96
-0.20	-0.35	-9.71	0.00	0.06	0.06	341240.00
-0.20	-0.33	-9.73	0.00	0.00	-0.06	341240.00
-0.20	-0.35	-9.70	0.19	0.06	-0.12	341240.03
-0.20	-0.35	-9.72	-0.06	0.00	-0.06	341240.06
-0.22	-0.34	-9.73	0.00	0.00	0.00	341240.09
-0.19	-0.34	-9.72	-0.19	0.19	-0.06	341240.12
-0.19	-0.35	-9.83	0.12	-0.12	0.12	341240.12
-0.22	-0.33	-9.72	-0.06	0.06	0.00	341240.15
-0.22	-0.36	-9.81	0.12	-0.06	-0.06	341240.18
-0.21	-0.32	-9.73	-0.06	0.06	0.06	341240.21
-0.21	-0.36	-9.81	-0.06	0.06	0.12	341240.25
-0.21	-0.33	-9.72	0.00	0.00	-0.06	341240.25
-0.20	-0.33	-9.82	0.00	-0.19	0.00	341240.28
-0.19	-0.35	-9.71	0.06	0.06	0.06	341240.31
-0.21	-0.35	-9.80	-0.06	-0.06	0.06	341240.34
-0.19	-0.35	-9.73	0.00	-0.06	0.00	341240.37
-0.20	-0.35	-9.82	0.00	-0.12	0.00	341240.37
-0.19	-0.35	-9.70	0.00	0.06	0.00	341240.40
-0.21	-0.35	-9.74	0.12	-0.19	-0.06	341240.43
-0.18	-0.35	-9.72	0.00	0.00	0.06	341240.46
-0.20	-0.34	-9.79	0.06	0.06	0.19	341240.50
-0.20	-0.34	-9.73	-0.12	-0.19	0.00	341240.53
-0.21	-0.34	-9.77	0.00	0.00	0.00	341240.53
-0.19	-0.34	-9.78	0.06	0.00	0.06	341240.56
