0.61	0.51	9.79	-0.06	0.06	0.19	1477.68
0.60	0.55	9.74	-0.19	0.00	0.06	1477.70
0.65	0.52	9.76	0.00	0.06	0.12	1477.72
0.67	0.53	9.73	-0.12	0.00	0.00	1477.74
0.64	0.52	9.71	-0.12	-0.06	0.12	1477.76
0.65	0.54	9.79	-0.12	-0.06	-0.12	1477.78
0.57	0.46	9.72	-0.37	-0.63	-0.50	1477.80
0.62	0.53	9.77	-0.19	-0.44	-0.31	1477.82
0.68	0.59	9.76	-0.44	-0.25	-0.50	1477.84
0.63	0.53	9.75	-0.31	-0.06	-0.12	1477.86
0.64	0.53	9.84	0.00	0.12	-0.06	1477.88
0.64	0.54	9.67	-0.06	-0.06	-0.06	1477.90
0.62	0.52	9.77	0.06	-0.06	0.00	1477.92
0.63	0.53	9.76	0.06	-0.12	-0.12	1477.94
0.63	0.55	9.72	0.06	-0.25	-0.12	1477.96
0.63	0.53	9.78	0.69	0.69	-0.31	1477.98
0.62	0.55	9.76	0.37	0.31	-0.12	1478.00
0.65	0.52	9.79	-0.12	-0.12	0.06	1478.02
0.62	0.53	9.79	0.06	-0.06	0.00	1478.04
0.62	0.53	9.72	0.00	0.00	0.06	1478.06
0.61	0.53	9.77	0.12	-0.12	0.00	1478.08
0.62	0.54	9.65	0.12	0.00	-0.06	1478.10
0.63	0.52	9.76	0.06	0.06	0.00	1478.12
0.61	0.54	9.78	-0.06	-0.12	0.06	1478.14
0.64	0.53	9.71	-0.06	-0.06	0.00	1478.16
0.60	0.53	9.81	-0.12	-0.12	0.00	1478.18
0.66	0.50	9.72	0.00	-0.12	0.06	1478.20
0.59	0.56	9.73	-0.25	-0.69	0.06	1478.22
0.61	0.54	9.81	0.06	0.06	0.06	1478.24
0.62	0.52	9.74	-0.06	0.00	0.00	1478.26
0.63	0.52	9.79	0.06	0.19	-0.06	1478.28
0.63	0.54	9.67	0.00	0.06	-0.06	1478.30
0.63	0.51	9.79	0.06	-0.25	0.00	1478.32
0.62	0.53	9.80	0.12	0.06	0.00	1478.34
0.64	0.55	9.75	0.00	0.00	0.06	1478.36
0.64	0.51	9.82	0.00	-0.06	0.06	1478.38
0.64	0.54	9.71	0.06	0.00	0.12	1478.40
0.67	0.57	9.75	0.12	0.19	0.06	1478.42
0.61	0.53	9.75	-0.06	0.12	0.12	1478.44
0.62	0.51	9.72	-0.25	0.06	0.06	1478.46
0.63	0.52	9.75	0.06	-0.12	-0.06	1478.48
0.63	0.54	9.69	-0.06	0.00	-0.06	1478.50
0.66	0.57	9.75	-0.12	-0.06	-0.12	1478.52
0.62	0.54	9.77	-0.12	-0.06	-0.06	1478.54
0.60	0.51	9.76	-0.56	-0.37	-0.44	1478.56
0.61	0.51	9.81	-0.25	-0.06	-0.19	1478.58
0.62	0.54	9.74	-0.06	0.06	0.00	1478.60
0.62	0.51	9.79	0.00	-0.19	0.06	1478.62
0.67	0.49	9.72	0.31	-0.25	0.25	1478.64
0.61	0.47	9.75	1.06	-0.63	0.75	1478.67
0.60	0.57	9.80	1.06	-0.44	0.81	1478.68
0.63	0.55	9.68	0.50	-0.31	0.44	1478.70
0.64	0.54	9.78	0.06	-0.25	0.06	1478.72
0.65	0.55	9.80	0.06	-0.06	0.00	1478.75
0.67	0.55	9.72	0.06	-0.12	0.12	1478.77
0.64	0.53	9.72	0.12	0.00	-0.06	1478.79
0.61	0.53	9.68	0.06	0.00	0.00	1478.81
0.61	0.53	9.79	0.00	0.06	0.00	1478.82
0.63	0.52	9.77	-0.06	0.00	0.00	1478.84
0.66	0.51	9.71	0.00	0.12	0.00	1478.86
0.67	0.50	9.78	0.25	0.19	-0.25	1478.89
0.64	0.61	9.71	0.00	0.00	-0.12	1478.91
0.65	0.56	9.81	0.06	-0.06	-0.12	1478.93
0.61	0.51	9.78	0.06	0.06	-0.12	1478.95
0.62	0.55	9.74	0.06	-0.12	0.06	1478.97
0.65	0.53	9.72	0.06	-0.06	0.06	1478.99
0.63	0.53	9.70	-0.12	0.00	0.00	1479.01
0.63	0.54	9.76	0.00	0.00	0.06	1479.03
0.65	0.53	9.78	0.00	-0.06	0.00	1479.05
0.61	0.55	9.72	0.06	0.06	-0.06	1479.07
0.65	0.54	9.76	0.12	0.06	-0.19	1479.09
0.61	0.54	9.72	-0.12	-0.19	-0.12	1479.11
0.63	0.53	9.76	0.00	-0.12	0.06	1479.13
0.63	0.55	9.80	-0.12	0.06	-0.12	1479.15
0.65	0.54	9.72	0.12	0.00	0.00	1479.17
0.63	0.56	9.77	0.06	0.12	-0.12	1479.19
0.65	0.52	9.68	0.00	0.06	0.06	1479.21
0.61	0.55	9.74	0.06	0.00	-0.12	1479.23
